date;Bitcoin
2016-03-19;26
2016-03-20;26
2016-03-21;28
2016-03-22;28
2016-03-23;28
2016-03-24;27
2016-03-25;27
2016-03-26;27
2016-03-27;27
2016-03-28;29
2016-03-29;29
2016-03-30;30
2016-03-31;29
2016-04-01;27
2016-04-02;27
2016-04-03;28
2016-04-04;28
2016-04-05;29
2016-04-06;28
2016-04-07;30
2016-04-08;28
2016-04-09;26
2016-04-10;29
2016-04-11;31
2016-04-12;29
2016-04-13;29
2016-04-14;29
2016-04-15;29
2016-04-16;27
2016-04-17;28
2016-04-18;28
2016-04-19;29
2016-04-20;29
2016-04-21;33
2016-04-22;32
2016-04-23;30
2016-04-24;32
2016-04-25;35
2016-04-26;34
2016-04-27;33
2016-04-28;38
2016-04-29;33
2016-04-30;30
2016-05-01;31
2016-05-02;100
2016-05-03;62
2016-05-04;42
2016-05-05;45
2016-05-06;40
2016-05-07;35
2016-05-08;36
2016-05-09;37
2016-05-10;38
2016-05-11;36
2016-05-12;34
2016-05-13;31
2016-05-14;30
2016-05-15;30
2016-05-16;31
2016-05-17;32
2016-05-18;33
2016-05-19;34
2016-05-20;33
2016-05-21;29
2016-05-22;31
2016-05-23;33
2016-05-24;31
2016-05-25;32
2016-05-26;30
2016-05-27;36
2016-05-28;39
2016-05-29;42
2016-05-30;47
2016-05-31;44
2016-06-01;40
2016-06-02;52
2016-06-03;55
2016-06-04;57
2016-06-05;52
2016-06-06;56
2016-06-07;54
2016-06-08;52
2016-06-09;51
2016-06-10;47
2016-06-11;47
2016-06-12;68
2016-06-13;83
2016-06-14;70
2016-06-15;63
2016-06-16;76
2016-06-17;78
2016-06-18;67
2016-06-19;60
2016-06-20;67
2016-06-21;75
2016-06-22;66
2016-06-23;68
2016-06-24;94
2016-06-25;67
2016-06-26;61
2016-06-27;62
2016-06-28;60
2016-06-29;59
2016-06-30;57
2016-07-01;56
2016-07-02;54
2016-07-03;54
2016-07-04;53
2016-07-05;55
2016-07-06;55
2016-07-07;59
2016-07-08;59
2016-07-09;75
2016-07-10;60
2016-07-11;58
2016-07-12;53
2016-07-13;51
2016-07-14;50
2016-07-15;47
2016-07-16;44
2016-07-17;47
2016-07-18;46
2016-07-19;46
2016-07-20;46
2016-07-21;46
2016-07-22;43
2016-07-23;45
2016-07-24;44
2016-07-25;47
2016-07-26;49
2016-07-27;52
2016-07-28;45
2016-07-29;43
2016-07-30;44
2016-07-31;46
2016-08-01;47
2016-08-02;57
2016-08-03;100
2016-08-04;66
2016-08-05;57
2016-08-06;51
2016-08-07;51
2016-08-08;49
2016-08-09;50
2016-08-10;46
2016-08-11;44
2016-08-12;45
2016-08-13;40
2016-08-14;43
2016-08-15;48
2016-08-16;45
2016-08-17;44
2016-08-18;45
2016-08-19;46
2016-08-20;43
2016-08-21;42
2016-08-22;46
2016-08-23;47
2016-08-24;44
2016-08-25;46
2016-08-26;45
2016-08-27;42
2016-08-28;44
2016-08-29;43
2016-08-30;45
2016-08-31;43
2016-09-01;41
2016-09-02;42
2016-09-03;43
2016-09-04;46
2016-09-05;48
2016-09-06;45
2016-09-07;45
2016-09-08;50
2016-09-09;45
2016-09-10;47
2016-09-11;48
2016-09-12;45
2016-09-13;48
2016-09-14;45
2016-09-15;46
2016-09-16;44
2016-09-17;42
2016-09-18;46
2016-09-19;46
2016-09-20;47
2016-09-21;49
2016-09-22;46
2016-09-23;45
2016-09-24;43
2016-09-25;42
2016-09-26;45
2016-09-27;44
2016-09-28;46
2016-09-29;44
2016-09-30;43
2016-10-01;43
2016-10-02;42
2016-10-03;43
2016-10-04;44
2016-10-05;44
2016-10-06;43
2016-10-07;44
2016-10-08;44
2016-10-09;43
2016-10-10;46
2016-10-11;50
2016-10-12;49
2016-10-13;48
2016-10-14;46
2016-10-15;44
2016-10-16;43
2016-10-17;43
2016-10-18;47
2016-10-19;46
2016-10-20;45
2016-10-21;42
2016-10-22;44
2016-10-23;46
2016-10-24;47
2016-10-25;47
2016-10-26;51
2016-10-27;51
2016-10-28;56
2016-10-29;60
2016-10-30;51
2016-10-31;55
2016-11-01;61
2016-11-02;57
2016-11-03;58
2016-11-04;55
2016-11-05;55
2016-11-06;52
2016-11-07;52
2016-11-08;52
2016-11-09;70
2016-11-10;56
2016-11-11;50
2016-11-12;51
2016-11-13;51
2016-11-14;53
2016-11-15;55
2016-11-16;56
2016-11-17;59
2016-11-18;57
2016-11-19;54
2016-11-20;53
2016-11-21;53
2016-11-22;59
2016-11-23;58
2016-11-24;56
2016-11-25;52
2016-11-26;54
2016-11-27;54
2016-11-28;56
2016-11-29;56
2016-11-30;55
2016-12-01;59
2016-12-02;61
2016-12-03;56
2016-12-04;55
2016-12-05;58
2016-12-06;58
2016-12-07;56
2016-12-08;59
2016-12-09;57
2016-12-10;57
2016-12-11;51
2016-12-12;53
2016-12-13;57
2016-12-14;58
2016-12-15;56
2016-12-16;55
2016-12-17;54
2016-12-18;51
2016-12-19;56
2016-12-20;55
2016-12-21;66
2016-12-22;80
2016-12-23;88
2016-12-24;76
2016-12-25;70
2016-12-26;73
2016-12-27;79
2016-12-28;89
2016-12-29;86
2016-12-30;76
2016-12-31;69
